route_id,route_long_name,route_color,trip_id,service_id,direction_id,stop_sequence,stop_name,stop_lat,stop_lon,location_type,shape_pt_sequence,shape_id
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,3,st. blok a dharmawangsa,-6.254652,106.79733,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,4,jln. h. muslim,-6.309044,106.79365,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,4,grand wijaya dharmawangsa,-6.254752,106.80034,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,5,simpang darmawangsa x,-6.257555,106.80048,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,5,one belpark 2,-6.303784,106.79445,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,6,dapsus 2,-6.301728,106.79463,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,6,jln. rejo,-6.259506,106.79685,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,7,kantor pos fatmawati,-6.294496,106.79505,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,7,itc fatmawati,-6.26352,106.79716,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,8,jln. banjarsari ii,-6.291119,106.79511,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,8,h. nawi jln. timbul,-6.268439,106.79744,0,1,1e-r02_shp
1e,pondok labu - blok m,d65e62,1e-r01,sh,0,9,ps. mede,-6.286739,106.79553,0,1,1e-r01_shp
1e,pondok labu - blok m,d65e62,1e-r02,sh,1,9,gg. h. ayub,-6.270874,106.79762,0,1,1e-r02_shp
1k,cibubur junction - blok m,9c4782,1k-r01,hk,0,0,cibubur junction,-6.368735,106.89366,0,1,1k-r01_shp
1k,cibubur junction - blok m,9c4782,1k-r02,hk,1,0,blok m jalur 4,-6.243474,106.80188,0,1,1k-r02_shp
